network_k_10	cluster_num	spectral_clustering	node2vec_64d	node2vec_64d_p1_q2	node2vec_64d_p1_q0.5	node2vec_64d_p2_q1	node2vec_64d_p0.5_q1	node2vec_128d	node2vec_128d_p1_q2	node2vec_128d_p1_q0.5	node2vec_128d_p2_q1	node2vec_128d_p0.5_q1	node2vec_256d	node2vec_256d_p1_q2	node2vec_256d_p1_q0.5	node2vec_256d_p2_q1	node2vec_256d_p0.5_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d

network_k_25	cluster_num	spectral_clustering	node2vec_64d	node2vec_64d_p1_q2	node2vec_64d_p1_q0.5	node2vec_64d_p2_q1	node2vec_64d_p0.5_q1	node2vec_128d	node2vec_128d_p1_q2	node2vec_128d_p1_q0.5	node2vec_128d_p2_q1	node2vec_128d_p0.5_q1	node2vec_256d	node2vec_256d_p1_q2	node2vec_256d_p1_q0.5	node2vec_256d_p2_q1	node2vec_256d_p0.5_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
network_k_25	10	0.3816926	0.36059280000000005	0.36371699999999996	0.3597056	0.3682054	0.3700148	0.37755799999999995	0.37337279999999995	0.37540880000000004	0.3733104	0.379526	0.39090600000000003	0.3797044	0.38685919999999996	0.38877799999999996	0.3881426	0.2041216	0.20353539999999998	0.20477280000000003	0.41424000000000005	0.40642900000000004	0.153648	0.37425659999999994	0.425245	0.42668040000000007	0.31064680000000006	0.305913	0.26348499999999997
network_k_25	20	0.4391396	0.42785700000000004	0.42913520000000005	0.42961099999999997	0.42930779999999996	0.4266628	0.435811	0.4317424000000001	0.4309684	0.4397474	0.42667679999999997	0.43840519999999994	0.443745	0.4388052	0.4437932	0.4388788	0.20540319999999998	0.2039448	0.20725280000000001	0.45207119999999995	0.4521824	0.14660220000000002	0.3631042	0.4521050000000001	0.4511168	0.318596	0.29773760000000005	0.271506
network_k_25	30	0.4613828	0.456443	0.4518604	0.4585856	0.4609088	0.45906139999999995	0.4604318	0.45804920000000005	0.4610142	0.4608314	0.4578011999999999	0.4574046	0.4581386	0.4595374	0.46152479999999996	0.46033760000000007	0.20266860000000003	0.20054180000000002	0.20238399999999998	0.46086659999999996	0.45701800000000004	0.14260820000000002	0.3516912	0.4566166000000001	0.4568464	0.2869898	0.2871434	0.2537644
network_k_25	40	0.4172696	0.41233719999999996	0.4161296	0.4151412	0.41459660000000004	0.41741220000000007	0.412833	0.41740999999999995	0.4173322	0.41703900000000005	0.41557379999999994	0.41555159999999997	0.4177905999999999	0.41392660000000003	0.4213462	0.42082239999999993	0.1939706	0.19859880000000002	0.194782	0.4147568	0.4225206	0.13456859999999998	0.3160962	0.4137726	0.4185484	0.2677682	0.2695668	0.2459918
network_k_25	50	0.367379	0.35572400000000004	0.361001	0.3612444	0.355668	0.3595512	0.360912	0.3620006	0.3571834	0.35762320000000003	0.3617304	0.3650848	0.3619682	0.36472940000000004	0.35655439999999994	0.363947	0.18789740000000002	0.1860424	0.18954520000000002	0.3615764	0.3623604	0.11557979999999998	0.271462	0.343798	0.354435	0.2506336	0.2447266	0.22120299999999998
network_k_25	60	0.33116439999999997	0.31539280000000003	0.32316599999999995	0.310561	0.3159848	0.3208168	0.3245736	0.32236560000000003	0.31064820000000004	0.31706779999999996	0.3215172	0.320111	0.3289778	0.3136362	0.31964500000000007	0.32464040000000005	0.1805584	0.18145419999999998	0.1812066	0.3172224	0.3143574	0.10639599999999998	0.23451619999999998	0.3111344	0.3084102	0.22381820000000002	0.2271328	0.21647499999999997
network_k_25	70	0.29987280000000005	0.2781078	0.27907899999999997	0.2776452	0.2783928	0.2911944	0.2896878	0.2931196	0.277666	0.2813724	0.29658360000000006	0.2947316	0.2901774	0.2838488	0.28901319999999997	0.29463959999999995	0.174995	0.17597959999999999	0.1739966	0.286188	0.2826624	0.0956024	0.2058264	0.2742504	0.2724014	0.2101794	0.20442	0.1918066
network_k_25	80	0.27517479999999994	0.2543496	0.25709339999999997	0.2544126	0.25340379999999996	0.2591776	0.260034	0.2592326	0.2535908	0.2610152	0.26219739999999997	0.2636806	0.2650246	0.25961160000000005	0.2568498	0.2694244	0.16992459999999998	0.1683106	0.16979740000000001	0.26386000000000004	0.2515032	0.08338480000000001	0.1873946	0.2487222	0.2436656	0.2007984	0.2027034	0.1804042
network_k_25	90	0.2473034	0.23159659999999999	0.2368208	0.22734420000000002	0.22784380000000004	0.2389386	0.2339176	0.2460588	0.2283276	0.238592	0.24317480000000002	0.2416856	0.24236399999999997	0.23146819999999999	0.23373400000000003	0.2394164	0.16282900000000003	0.16441259999999996	0.16076839999999998	0.2375836	0.233412	0.0788128	0.1656884	0.2251654	0.22485340000000004	0.1807246	0.19293679999999996	0.1746536
network_k_25	100	0.22762259999999998	0.2102118	0.2185946	0.20350959999999998	0.21079119999999998	0.2190642	0.21952080000000002	0.21697859999999997	0.20980819999999997	0.21793619999999997	0.2220244	0.22232500000000002	0.2292512	0.2142092	0.2086046	0.22445920000000003	0.15746000000000002	0.15603540000000002	0.1532576	0.21713200000000002	0.2146216	0.0750028	0.1535988	0.2072272	0.20615300000000003	0.17171160000000002	0.1768752	0.1585912

network_k_50	cluster_num	spectral_clustering	node2vec_64d	node2vec_64d_p1_q2	node2vec_64d_p1_q0.5	node2vec_64d_p2_q1	node2vec_64d_p0.5_q1	node2vec_128d	node2vec_128d_p1_q2	node2vec_128d_p1_q0.5	node2vec_128d_p2_q1	node2vec_128d_p0.5_q1	node2vec_256d	node2vec_256d_p1_q2	node2vec_256d_p1_q0.5	node2vec_256d_p2_q1	node2vec_256d_p0.5_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
network_k_50	10	0.41432080000000004	0.3992626	0.4061286	0.41122620000000004	0.4066660000000001	0.4073336	0.4022596	0.4024738	0.4068366	0.40540220000000005	0.4103802	0.402532	0.404216	0.40836259999999996	0.4071422	0.40636540000000004	0.145708	0.1455542	0.1460254	0.38109779999999993	0.37835340000000006	0.3730076	0.1971498	0.39439	0.413136	0.2853688	0.2957422	0.2718052
network_k_50	20	0.4260892	0.42518520000000004	0.4256838	0.42302419999999996	0.42306799999999994	0.42493299999999995	0.4241149999999999	0.4255745999999999	0.42418560000000005	0.4250256	0.425129	0.4251576	0.426501	0.4250502	0.42610200000000004	0.4244166	0.1456254	0.146784	0.1465692	0.4257054	0.4285614	0.42785019999999996	0.14166819999999997	0.3140552	0.40735679999999996	0.27520240000000007	0.296107	0.27580220000000005
network_k_50	30	0.3300396	0.32052479999999994	0.32725799999999994	0.3165534	0.31942499999999996	0.3306536	0.32949219999999996	0.336264	0.32329100000000005	0.32367999999999997	0.329488	0.32453499999999996	0.3325496	0.31969060000000005	0.32419180000000003	0.3309938	0.1424608	0.1427384	0.1422246	0.325712	0.32014719999999997	0.32568840000000004	0.1194412	0.2287032	0.29603440000000003	0.24251459999999997	0.25814079999999995	0.24633500000000003
network_k_50	40	0.26984779999999997	0.2570724	0.2646292	0.252666	0.2557192	0.257384	0.2615516	0.26753360000000004	0.2598668	0.25318399999999996	0.2707406	0.2614706	0.27355919999999995	0.25670800000000005	0.26064919999999997	0.2672148	0.1344814	0.13517739999999998	0.1360846	0.252922	0.25696620000000003	0.2505258	0.10377619999999999	0.17470539999999998	0.22411419999999999	0.2084206	0.2368722	0.2190496
network_k_50	50	0.24104840000000002	0.21773840000000005	0.22896999999999998	0.20681500000000003	0.2085994	0.21313060000000003	0.21351420000000002	0.2254428	0.2049922	0.20604019999999998	0.22045900000000002	0.214535	0.23005520000000002	0.20812940000000002	0.2052576	0.2213438	0.1286696	0.1295922	0.13012200000000002	0.2139506	0.20046979999999998	0.20645699999999997	0.0930234	0.14109639999999998	0.18150360000000001	0.1802476	0.210891	0.19695840000000003
network_k_50	60	0.202481	0.175284	0.1943904	0.1725582	0.17364000000000002	0.18410940000000003	0.1799002	0.1934256	0.17488339999999997	0.1705674	0.18746559999999998	0.17947839999999998	0.19216519999999998	0.171921	0.1729098	0.1881826	0.12050140000000001	0.1226248	0.12029800000000002	0.1810262	0.1753868	0.1757662	0.08236800000000001	0.11778719999999998	0.152189	0.1635284	0.1848152	0.1849038
network_k_50	70	0.1738284	0.1562086	0.16899080000000002	0.14775100000000002	0.1490446	0.15945	0.1519754	0.16472959999999998	0.1430196	0.14815260000000002	0.15702180000000002	0.1600782	0.1727378	0.1416576	0.1582328	0.162818	0.11157500000000001	0.10679180000000002	0.10850900000000001	0.159355	0.15053999999999998	0.15575299999999997	0.0728012	0.10378980000000002	0.1345856	0.15125280000000002	0.166737	0.16506060000000003
network_k_50	80	0.16253679999999998	0.1326932	0.14502299999999999	0.1263032	0.1296538	0.13555899999999999	0.140911	0.1468402	0.13277339999999999	0.12562979999999999	0.14805620000000003	0.1363096	0.1447776	0.1311034	0.13532000000000002	0.142942	0.0892916	0.0961724	0.09717040000000002	0.13893339999999998	0.13509919999999997	0.13992860000000001	0.0662866	0.09200660000000001	0.1193784	0.1339144	0.15074159999999998	0.1482752
network_k_50	90	0.1393678	0.11602359999999998	0.12298100000000001	0.11307320000000001	0.11281699999999999	0.12879040000000003	0.1199238	0.1359962	0.11491	0.1138384	0.1255716	0.12252060000000001	0.1344828	0.11748499999999999	0.12057860000000001	0.12592520000000001	0.07956640000000001	0.0814678	0.0795334	0.1298562	0.12087980000000001	0.12468399999999999	0.0625196	0.0844404	0.1077102	0.1228046	0.1375552	0.1361456
network_k_50	100	0.12605239999999998	0.10788640000000001	0.1172062	0.0998888	0.10405539999999999	0.1090808	0.10802439999999999	0.116547	0.100388	0.10254579999999999	0.1078168	0.1126506	0.1169858	0.1036482	0.10661380000000001	0.1121024	0.06398960000000001	0.0671304	0.0666988	0.1095652	0.11393620000000002	0.1134984	0.05475880000000001	0.0743358	0.09693700000000001	0.1227954	0.11994439999999999	0.13289040000000002

network_k_100	cluster_num	spectral_clustering	node2vec_64d	node2vec_64d_p1_q2	node2vec_64d_p1_q0.5	node2vec_64d_p2_q1	node2vec_64d_p0.5_q1	node2vec_128d	node2vec_128d_p1_q2	node2vec_128d_p1_q0.5	node2vec_128d_p2_q1	node2vec_128d_p0.5_q1	node2vec_256d	node2vec_256d_p1_q2	node2vec_256d_p1_q0.5	node2vec_256d_p2_q1	node2vec_256d_p0.5_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
network_k_100	10	0.37935179999999996	0.3773426	0.3786054	0.3769594	0.37670560000000003	0.37736980000000003	0.3774036	0.3788044	0.3774264	0.3768072	0.37754000000000004	0.3771076	0.3780902	0.3762724	0.376931	0.37743380000000004	0.0808692	0.0845664	0.08247499999999999	0.37733619999999995	0.37722859999999997	0.376931	0.0918778	0.23528259999999998	0.325076	0.1509048	0.2167864	0.1961286
network_k_100	20	0.23263480000000003	0.20779679999999998	0.21734840000000002	0.2132672	0.20527959999999998	0.21038839999999998	0.2159212	0.21707360000000003	0.20938079999999998	0.2017176	0.22117420000000002	0.211583	0.2185782	0.2010382	0.2127172	0.2106102	0.07761960000000001	0.07754	0.0780452	0.2088688	0.20456120000000003	0.20869239999999997	0.07866619999999999	0.16526139999999997	0.18849	0.12379359999999999	0.1679194	0.164521
network_k_100	30	0.1704698	0.13672180000000003	0.1425842	0.1350784	0.13574340000000001	0.14438800000000002	0.14296899999999998	0.144544	0.1376004	0.13796079999999997	0.14345639999999998	0.1426666	0.15106340000000001	0.14106780000000002	0.1377602	0.1455322	0.0740306	0.0735794	0.07377200000000002	0.1382524	0.1383462	0.1430178	0.0629894	0.114061	0.1231128	0.1025924	0.134299	0.1421024
network_k_100	40	0.1326234	0.10273099999999999	0.1098744	0.1016508	0.10164460000000002	0.1060872	0.1062118	0.11159140000000001	0.10288440000000001	0.103135	0.11043879999999999	0.1042516	0.11131100000000001	0.1043688	0.10637020000000001	0.1123336	0.0666404	0.065425	0.0688304	0.1030172	0.1036098	0.1054484	0.0512224	0.08786340000000001	0.0965824	0.0906376	0.11465220000000001	0.1291304
network_k_100	50	0.1094998	0.0841114	0.0890538	0.0812668	0.08317	0.0867492	0.083879	0.0923764	0.0812554	0.0824964	0.0874314	0.087336	0.08979600000000001	0.0830498	0.08307540000000001	0.0873612	0.049724000000000004	0.05037320000000001	0.054265999999999995	0.08636239999999999	0.08476779999999999	0.0832346	0.0427182	0.073358	0.07739480000000001	0.0745098	0.0890022	0.11225959999999999
network_k_100	60	0.0931412	0.0696978	0.0751816	0.06804199999999999	0.0678442	0.0729652	0.0733448	0.07589939999999999	0.0677982	0.0692446	0.0725214	0.0728174	0.07678860000000001	0.0693038	0.06988939999999999	0.0723514	0.0357484	0.036361	0.035018	0.0707808	0.07232999999999999	0.0728048	0.0372796	0.0611066	0.06498659999999999	0.0712462	0.09047039999999999	0.10577859999999999
network_k_100	70	0.0777644	0.0613422	0.0641874	0.058808799999999994	0.058162599999999995	0.0621048	0.060073	0.065594	0.05804480000000001	0.060053800000000004	0.0639584	0.06299759999999999	0.0662548	0.0593444	0.0605522	0.0643	0.028706	0.0304388	0.0294182	0.060797000000000004	0.06254299999999999	0.0629502	0.03273720000000001	0.053748	0.0576048	0.0604198	0.0780578	0.0999546
network_k_100	80	0.0654186	0.0522912	0.0566378	0.0505228	0.050723000000000004	0.0540336	0.052784399999999995	0.056189	0.051905400000000004	0.05133479999999999	0.05397540000000001	0.0534172	0.0584698	0.051682000000000006	0.0530822	0.0552262	0.0246982	0.0244292	0.0248026	0.054967199999999994	0.055128199999999995	0.0528632	0.0301888	0.0467874	0.0488842	0.0557168	0.0708492	0.08657820000000001
network_k_100	90	0.0546674	0.0466588	0.0503092	0.0446764	0.044841599999999995	0.04812879999999999	0.0465902	0.050973599999999994	0.0448642	0.046402	0.049678	0.047531000000000004	0.0530042	0.045778599999999996	0.0472062	0.0510304	0.020737200000000004	0.0204124	0.020874999999999998	0.048876	0.04969	0.048536800000000005	0.027221000000000002	0.0420684	0.04375459999999999	0.0525084	0.0652398	0.08265900000000001
network_k_100	100	0.0454312	0.0418	0.0450118	0.0406748	0.0410508	0.0446522	0.042808	0.046059	0.0407074	0.040433399999999994	0.0438518	0.0428848	0.04625340000000001	0.0410232	0.0427968	0.0451332	0.0182974	0.0182376	0.018365	0.04433739999999999	0.044896599999999995	0.044868200000000004	0.025669599999999997	0.0380398	0.040289200000000004	0.044225799999999996	0.061563599999999996	0.0795116

